job_name,岗位划分,最低薪资,最高薪资,平均薪资,薪资等级,最低经验,最高经验,job_edu,学历要求,城市,区,街道,job_company,公司规模
数据模型开发工程师（三方公司）,其他,12000.0,14000.0,13000.0,10k-20k,1.0,3.0,大专,1,北京,海淀,甘家口,中联信科(北京)通信有限公司深圳分公司,59.5
Python（稳定、福利好、14-16薪）,其他,11250.0,22500.0,16875.0,10k-20k,1.0,3.0,本科,2,上海,青浦,金泽,万宝盛华企业管理咨询（上海）有限公司,749.5
python开发工程师,其他,11142.857142857143,22285.714285714286,16714.285714285714,10k-20k,1.0,3.0,本科,2,上海,浦东,金桥,北京鼎腾科技有限公司,749.5
Python开发-初中高级（全国）,其他,11142.857142857143,21428.571428571428,16285.714285714286,10k-20k,1.0,3.0,本科,2,北京,海淀,,外企德科数字技术有限公司,15000.0
数据与AI工程师,AI/智能体,11076.923076923078,16615.384615384613,13846.153846153846,10k-20k,3.0,5.0,本科,2,广州,黄埔,九佛,卡尔蔡司光学（中国）有限公司,5499.5
高级数据工程师（整机数据布局方向）,数据开发,11076.923076923078,22153.846153846156,16615.384615384617,10k-20k,5.0,10.0,本科,2,上海,浦东,泥城,拓荆科技股份有限公司,5499.5
大数据平台开发工程师,数据开发,11076.923076923078,19384.615384615387,15230.769230769232,10k-20k,3.0,5.0,本科,2,广州,花都,新雅,中电科普天科技股份有限公司,5499.5
大数据开发工程师,数据开发,11000.0,14000.0,12500.0,10k-20k,0.0,,本科,2,上海,静安,天目西路,深圳市法本信息技术股份有限公司,5499.5
数据开发工程师,数据开发,11000.0,14000.0,12500.0,10k-20k,1.0,3.0,本科,2,上海,浦东,塘桥,中科软科技股份有限公司,5499.5
爬虫开发工程师,爬虫/采集,11000.0,20000.0,15500.0,10k-20k,3.0,5.0,硕士,3,北京,海淀,,航天信息,5499.5
python后端开发工程师,后端/全栈,11000.0,16000.0,13500.0,10k-20k,3.0,5.0,本科,2,上海,青浦,金泽,软通动力信息技术(集团)股份有限公司,15000.0
后端开发工程师,后端/全栈,11000.0,18000.0,14500.0,10k-20k,3.0,5.0,本科,2,广州,番禺,化龙,软通动力信息技术(集团)股份有限公司,15000.0
python爬虫工程师AI(WAI派),爬虫/采集,11000.0,16000.0,13500.0,10k-20k,3.0,5.0,本科,2,北京,西城,新街口,郑州海奥软件科技有限公司,199.5
爬虫工程师,爬虫/采集,11000.0,15000.0,13000.0,10k-20k,3.0,5.0,本科,2,北京,海淀,北下关,北京盈科千信科技有限公司,199.5
后端开发工程师（教育集团）,后端/全栈,11000.0,20000.0,15500.0,10k-20k,3.0,5.0,大专,1,上海,青浦,徐泾,上海均瑶世外教育科技(集团)有限责任公司,5499.5
大数据开发工程师,数据开发,11000.0,18000.0,14500.0,10k-20k,3.0,5.0,本科,2,北京,丰台,看丹,北京捷科智诚科技有限公司上海分公司,5499.5
高级开发工程师（wai派）,AI/智能体,11000.0,15000.0,13000.0,10k-20k,5.0,10.0,本科,2,北京,丰台,看丹,郑州海奥软件科技有限公司,199.5
Python开发,其他,11000.0,16000.0,13500.0,10k-20k,1.0,3.0,本科,2,上海,浦东,金桥,软通动力信息技术(集团)股份有限公司,15000.0
数据治理开发工程师 Python开发方向,其他,11000.0,14000.0,12500.0,10k-20k,1.0,3.0,本科,2,上海,徐汇,龙华,上海策贸科技有限公司,59.5
高级Python开发,其他,11000.0,12000.0,11500.0,10k-20k,5.0,10.0,大专,1,北京,昌平,,软通动力信息技术(集团)股份有限公司,15000.0
大数据开发工程师,数据开发,11000.0,16000.0,13500.0,10k-20k,3.0,5.0,大专,1,北京,海淀,甘家口,北京华成航泰科技发展有限公司,59.5
数据开发工程师,数据开发,10285.714285714286,15428.57142857143,12857.142857142859,10k-20k,3.0,5.0,本科,2,广州,海珠,江海,广州广有通信设备有限公司,199.5
大数据开发工程师【27届校招】,数据开发,10285.714285714286,15428.57142857143,12857.142857142859,10k-20k,0.0,,本科,2,广州,黄埔,萝岗,多益网络有限公司,5499.5
大数据开发工程师,数据开发,10000.0,20000.0,15000.0,10k-20k,0.0,,本科,2,北京,朝阳,,民航电信开发有限责任公司,199.5
帆软报表开发工程师,其他,10000.0,15000.0,12500.0,10k-20k,3.0,5.0,本科,2,上海,浦东,陆家嘴,厦门至恒融兴信息技术股份有限公司,5499.5
Pyhon开发工程师,其他,10000.0,12000.0,11000.0,10k-20k,3.0,5.0,本科,2,广州,海珠,官洲,广州嘉检医学检测有限公司,199.5
python大数据工程师(数据采集岗),爬虫/采集,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,北京,海淀,海淀街道,北京远大创新科技有限公司,749.5
智驾python开发工程师-包2餐,其他,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,上海,杨浦,大桥,苏州英格玛服务外包股份有限公司,399.5
数据开发工程师,数据开发,10000.0,15000.0,12500.0,10k-20k,5.0,10.0,大专,1,广州,黄埔,联和,广州西麦科技股份有限公司,199.5
大模型应用开发工程师,AI/智能体,10000.0,20000.0,15000.0,10k-20k,1.0,3.0,本科,2,北京,海淀,中关村,苏州人瑞普惠人力资源服务有限公司,59.5
大数据开发工程师,数据开发,10000.0,18000.0,14000.0,10k-20k,5.0,10.0,本科,2,广州,海珠,琶洲,中科软科技股份有限公司,5499.5
Python开发工程师,其他,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,北京,丰台,看丹,路安通智科技集团有限公司,199.5
数据清洗工程师,其他,10000.0,13000.0,11500.0,10k-20k,1.0,3.0,本科,2,上海,徐汇,龙华,上海策贸科技有限公司,59.5
Python后端开发-工业AI方向-全额五险一金,后端/全栈,10000.0,11000.0,10500.0,10k-20k,3.0,5.0,本科,2,广州,海珠,官洲,软通动力信息技术(集团)股份有限公司,15000.0
python开发工程师-包2餐,其他,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,上海,杨浦,大桥,苏州英格玛服务外包股份有限公司,399.5
python开发工程师,其他,10000.0,15000.0,12500.0,10k-20k,5.0,10.0,大专,1,上海,黄浦,瑞金二路,上海朗裕信息科技有限公司,59.5
大数据开发工程师,数据开发,10000.0,15000.0,12500.0,10k-20k,3.0,5.0,本科,2,上海,浦东,金桥,软通动力信息技术(集团)股份有限公司,15000.0
python开发,其他,10000.0,14000.0,12000.0,10k-20k,3.0,5.0,本科,2,广州,海珠,琶洲,江苏秉信科技有限公司,399.5
python开发工程师（安踏）,其他,10000.0,15000.0,12500.0,10k-20k,3.0,5.0,本科,2,上海,闵行,新虹,软通动力信息技术(集团)股份有限公司,15000.0
Python开发工程师,其他,10000.0,20000.0,15000.0,10k-20k,1.0,3.0,本科,2,上海,浦东,金桥,软通动力信息技术(集团)股份有限公司,15000.0
Python应用开发工程师（流媒体/视频平台方向）,其他,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,北京,丰台,看丹,路安通智科技集团有限公司,199.5
智能体应用开发工程师,AI/智能体,10000.0,20000.0,15000.0,10k-20k,1.0,3.0,本科,2,广州,海珠,赤岗,广州食惠供应链有限公司,59.5
数据开发工程师-外包 (MJ003799),数据开发,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,学历不限,5,上海,青浦,重固,申通快递,15000.0
python开发-oddo经验优先,其他,10000.0,13000.0,11500.0,10k-20k,3.0,5.0,大专,1,广州,番禺,化龙,上海思芮信息科技有限公司,749.5
数据开发工程师,数据开发,10000.0,18000.0,14000.0,10k-20k,3.0,5.0,本科,2,广州,黄埔,九佛,广州金升阳科技有限公司,5499.5
AI系统 — Python全栈开发工程师,后端/全栈,10000.0,12000.0,11000.0,10k-20k,1.0,1.0,本科,2,北京,海淀,清河,北京信科联物业管理有限公司,5499.5
数据开发工程师,数据开发,10000.0,12000.0,11000.0,10k-20k,3.0,5.0,本科,2,北京,海淀,马连洼,首聘(北京)科技有限公司,5499.5
python开发工程师,其他,10000.0,16000.0,13000.0,10k-20k,1.0,3.0,本科,2,上海,静安,石门二路,深圳市睿服科技有限公司,5499.5
Python后端开发工程师（初/中级）,后端/全栈,10000.0,15000.0,12500.0,10k-20k,0.0,,本科,2,广州,黄埔,联和,广东杰纳医药科技有限公司,199.5
python开发工程师,其他,10000.0,15000.0,12500.0,10k-20k,3.0,5.0,大专,1,广州,黄埔,联和,广州西麦科技股份有限公司,199.5
ai数据开发工程师,数据开发,10000.0,20000.0,15000.0,10k-20k,1.0,3.0,本科,2,广州,海珠,昌岗,广信通信,5499.5
python开发,其他,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,广州,天河,冼村,浪潮集团,15000.0
数据开发工程师,数据开发,10000.0,15000.0,12500.0,10k-20k,3.0,5.0,本科,2,广州,越秀,华乐,广东麦视互联网科技有限公司,199.5
AI开发工程师,AI/智能体,10000.0,15000.0,12500.0,10k-20k,1.0,3.0,本科,2,广州,黄埔,联和,广州西麦科技股份有限公司,199.5
高级爬虫工程师,爬虫/采集,10000.0,12000.0,11000.0,10k-20k,3.0,5.0,本科,2,北京,西城,天桥,北京道略文旅科技有限公司,59.5
python工程师,其他,10000.0,20000.0,15000.0,10k-20k,3.0,5.0,本科,2,北京,海淀,中关村,科锐尔人力资源服务(苏州)有限公司,399.5
AI智能体开发工程师,AI/智能体,10000.0,18000.0,14000.0,10k-20k,3.0,5.0,本科,2,广州,黄埔,联和,广州西麦科技股份有限公司,199.5
数据研发工程师（广州）,其他,10000.0,15000.0,12500.0,10k-20k,1.0,3.0,本科,2,广州,天河,新塘,新讯数字科技(杭州)有限公司北京分公司,5499.5
python软件工程师,其他,10000.0,20000.0,15000.0,10k-20k,1.0,3.0,本科,2,上海,闵行,吴泾,汇像信息,199.5
Python初级大数据开发工程师,数据开发,10000.0,12000.0,11000.0,10k-20k,1.0,3.0,本科,2,北京,海淀,海淀街道,北京远大创新科技有限公司,749.5
python高级工程师,其他,9230.76923076923,13846.153846153846,11538.461538461539,10k-20k,5.0,10.0,本科,2,北京,大兴,,紫航雾(北京)信息技术有限公司,59.5
Python开发工程师,其他,9230.76923076923,13846.153846153846,11538.461538461539,10k-20k,1.0,3.0,本科,2,北京,通州,新华,北京蓝鲸与海科技有限公司,59.5
软件工程师,其他,9230.76923076923,18461.53846153846,13846.153846153846,10k-20k,3.0,5.0,本科,2,上海,徐汇,田林,德仪国际贸易(上海)有限公司,59.5
资深后端工程师,后端/全栈,9230.76923076923,16615.384615384613,12923.076923076922,10k-20k,3.0,5.0,本科,2,广州,番禺,新造,石家庄博瑞迪生物技术有限公司,199.5
数据工程师（偏Azure Databricks）,数据开发,9230.76923076923,13846.153846153846,11538.461538461539,10k-20k,1.0,3.0,本科,2,广州,海珠,江海,敏捷艾科,199.5
智能体开发工程师,AI/智能体,9000.0,18000.0,13500.0,10k-20k,1.0,3.0,本科,2,北京,大兴,博兴,康龙化成,15000.0
数据开发工程师,数据开发,9000.0,14000.0,11500.0,10k-20k,3.0,5.0,本科,2,北京,朝阳,建外,中科软科技股份有限公司,5499.5
终端软件开发工程师,其他,9000.0,10000.0,9500.0,10k以下,3.0,5.0,本科,2,广州,黄埔,联和,广州仁合时创信息技术有限公司,749.5
数据工程师（研发）,数据开发,9000.0,12000.0,10500.0,10k-20k,0.0,,本科,2,上海,虹口,北外滩,上海胜蓝软件技术服务有限公司,59.5
大数据开发工程师,数据开发,9000.0,10000.0,9500.0,10k以下,1.0,3.0,本科,2,北京,海淀,马连洼,首聘(北京)科技有限公司,5499.5
大数据开发工程师（大厂外包）,数据开发,9000.0,11000.0,10000.0,10k-20k,3.0,5.0,本科,2,广州,海珠,官洲,软通动力信息技术(集团)股份有限公司,15000.0
数据治理工程师（财务方向）,其他,9000.0,16000.0,12500.0,10k-20k,3.0,5.0,本科,2,上海,宝山,杨行,沈阳东硕信息技术有限公司,5499.5
数据治理工程师（医疗行业）,其他,9000.0,10000.0,9500.0,10k以下,3.0,5.0,大专,1,广州,天河,棠下,软通动力信息技术(集团)股份有限公司,15000.0
广州-数据工程师（偏Azure Databricks）,数据开发,8307.692307692307,15692.307692307691,12000.0,10k-20k,3.0,5.0,本科,2,广州,海珠,江海,敏捷艾科,199.5
数据开发工程师(驻场),数据开发,8000.0,16000.0,12000.0,10k-20k,5.0,10.0,本科,2,广州,黄埔,联和,广州西麦科技股份有限公司,199.5
Python互联网数据采集（爬虫）开发工程师,爬虫/采集,8000.0,16000.0,12000.0,10k-20k,0.0,,本科,2,北京,海淀,马连洼,北京万智信达智能科技有限公司,59.5
大数据开发工程师,数据开发,8000.0,12000.0,10000.0,10k-20k,1.0,3.0,本科,2,上海,闵行,虹桥,欧普照明,5499.5
Python 开发工程师,其他,8000.0,15000.0,11500.0,10k-20k,3.0,5.0,本科,2,北京,大兴,博兴,康龙化成,15000.0
初级数据开发工程师(J10949),数据开发,8000.0,10000.0,9000.0,10k以下,1.0,3.0,本科,2,广州,天河,新塘,丰石科技,199.5
数据工程师（校招）,数据开发,8000.0,12000.0,10000.0,10k-20k,0.0,,本科,2,上海,浦东,陆家嘴,北京中软融鑫计算机系统工程有限公司,749.5
数据工程师,数据开发,8000.0,11000.0,9500.0,10k以下,0.0,,本科,2,上海,虹口,北外滩,上海胜蓝软件技术服务有限公司,59.5
大数据工程师,数据开发,8000.0,11000.0,9500.0,10k以下,0.0,,本科,2,上海,虹口,北外滩,上海胜蓝软件技术服务有限公司,59.5
零代码开发工程师,其他,8000.0,13000.0,10500.0,10k-20k,1.0,3.0,大专,1,广州,天河,珠吉,科珠(广州)科技有限公司,199.5
AI数据工程师,数据开发,8000.0,11000.0,9500.0,10k以下,3.0,5.0,大专,1,广州,天河,棠下,软通动力信息技术(集团)股份有限公司,15000.0
软件开发工程师,其他,8000.0,10000.0,9000.0,10k以下,1.0,3.0,本科,2,北京,顺义,李桥,北京中航华信机电设备安装有限公司,59.5
数据开发工程师（电网）,数据开发,8000.0,11000.0,9500.0,10k以下,3.0,5.0,本科,2,上海,浦东,潍坊新村,安徽云控信息科技有限公司,199.5
大数据开发工程师,数据开发,8000.0,16000.0,12000.0,10k-20k,0.0,,本科,2,上海,黄浦,半淞园路,上海引贤企业发展有限公司,59.5
数据工程师,数据开发,8000.0,13000.0,10500.0,10k-20k,3.0,5.0,本科,2,北京,昌平,城南,中电智能卡,749.5
Python开发工程师,其他,8000.0,14000.0,11000.0,10k-20k,0.0,,本科,2,广州,番禺,小谷围,广州市点易资讯科技有限公司,199.5
python后端开发工程师,后端/全栈,8000.0,11000.0,9500.0,10k以下,0.0,,本科,2,北京,海淀,中关村,北京华脉世纪科技有限公司,59.5
智能体开发工程师,AI/智能体,8000.0,15000.0,11500.0,10k-20k,1.0,1.0,本科,2,广州,越秀,北京街道,广东广安信息发展公司,199.5
数据工程师,数据开发,8000.0,13000.0,10500.0,10k-20k,1.0,1.0,本科,2,广州,天河,天河南,海南钦诚软件技术有限公司,5499.5
python开发工程师,其他,8000.0,15000.0,11500.0,10k-20k,1.0,1.0,本科,2,广州,番禺,大石,广州时格科技有限公司,10.0
数据治理工程师,其他,8000.0,9000.0,8500.0,10k以下,3.0,5.0,本科,2,北京,朝阳,望京,深圳市法本信息技术股份有限公司,5499.5
初级数据工程师,数据开发,7384.615384615385,11076.923076923078,9230.76923076923,10k以下,1.0,3.0,本科,2,广州,越秀,黄花岗,HKT,15000.0
初级大数据开发工程师,数据开发,7384.615384615385,10153.846153846154,8769.23076923077,10k以下,0.0,,本科,2,广州,越秀,北京街道,南昌辰睿科技服务有限公司,199.5
python开发,其他,7384.615384615385,11076.923076923078,9230.76923076923,10k以下,3.0,5.0,本科,2,上海,闵行,新虹,上海海旭晟电力有限公司,5499.5
Python开发工程师,其他,7384.615384615385,11076.923076923078,9230.76923076923,10k以下,3.0,5.0,本科,2,广州,天河,五山,有新智能科技(广州)有限公司,59.5
python开发工程师,其他,7384.615384615385,12923.076923076922,10153.846153846152,10k-20k,0.0,,本科,2,上海,浦东,张江,陕西涟成科技有限公司,199.5
数据工程师,数据开发,7200.0,9600.0,8400.0,10k以下,0.0,,本科,2,北京,海淀,学院路,同方知网（北京）技术有限公司,5499.5
资深服务工程师（驻场）,其他,7000.0,12000.0,9500.0,10k以下,3.0,5.0,本科,2,广州,越秀,北京街道,广州向中科技有限公司,59.5
数据开发工程师(J10949),数据开发,7000.0,9000.0,8000.0,10k以下,0.0,,本科,2,广州,天河,新塘,丰石科技,199.5
大数据开发工程师,数据开发,7000.0,14000.0,10500.0,10k-20k,3.0,5.0,本科,2,广州,越秀,北京街道,广东广安信息发展公司,199.5
python（国企驻场-长期稳定）,其他,7000.0,10000.0,8500.0,10k以下,1.0,3.0,本科,2,上海,浦东,康桥,上海金亥数智科技有限公司,199.5
数据治理工程师,其他,7000.0,12000.0,9500.0,10k以下,3.0,5.0,本科,2,广州,越秀,北京街道,广东广安信息发展公司,199.5
数据工程师(J10199),数据开发,7000.0,10000.0,8500.0,10k以下,0.0,,本科,2,广州,海珠,官洲,王老吉大健康,15000.0
软件开发工程师（Java与Python）,其他,7000.0,10000.0,8500.0,10k以下,3.0,5.0,大专,1,广州,天河,珠吉,广州恒晓信息科技有限公司,10.0
中级数据治理工程师,其他,7000.0,12000.0,9500.0,10k以下,3.0,5.0,本科,2,广州,天河,五山,广东省信息安全测评中心,199.5
大数据工程师,数据开发,7000.0,10000.0,8500.0,10k以下,3.0,5.0,硕士,3,广州,白云,大源,鼎利元(上海)科技发展有限公司,399.5
后端开发工程师,后端/全栈,6461.538461538461,12000.0,9230.76923076923,10k以下,1.0,3.0,本科,2,北京,海淀,,北京天银星际科技有限责任公司,59.5
爬虫工程师,爬虫/采集,6000.0,12000.0,9000.0,10k以下,0.0,,本科,2,北京,门头沟,永定,北京迈迪培尔信息技术有限公司,59.5
后端开发工程师,后端/全栈,6000.0,8000.0,7000.0,10k以下,1.0,3.0,本科,2,北京,西城,展览路,北京国网互联电气技术有限公司,59.5
python爬虫工程师,爬虫/采集,6000.0,9000.0,7500.0,10k以下,1.0,3.0,本科,2,北京,东城,建国门,达华工程管理（集团）有限公司,749.5
开发工程师,其他,6000.0,10000.0,8000.0,10k以下,1.0,3.0,本科,2,广州,番禺,大龙,广州软航信息科技有限公司,59.5
Python开发工程师,其他,6000.0,10000.0,8000.0,10k以下,3.0,5.0,本科,2,广州,白云,京溪,广州利洋水产科技股份有限公司,5499.5
数据工程师,数据开发,6000.0,8000.0,7000.0,10k以下,1.0,3.0,本科,2,广州,海珠,官洲,华信设计,5499.5
初级Python开发工程师,其他,5538.461538461539,9230.76923076923,7384.615384615385,10k以下,1.0,3.0,本科,2,广州,天河,五山,有新智能科技(广州)有限公司,59.5
python实习生,其他,4000.0,6000.0,5000.0,10k以下,0.0,,本科,2,北京,海淀,上地,邻元科技(北京)有限公司,59.5
大数据开发工程师,数据开发,4000.0,8000.0,6000.0,10k以下,1.0,3.0,本科,2,广州,海珠,江海,广州广杰网络科技有限公司,59.5
Python工程师(线上兼职),其他,2000.0,4000.0,3000.0,10k以下,0.0,,本科,2,广州,海珠,赤岗,河南九页科技有限公司,59.5
